name,r_start,r_end,z_start,z_end
OTracker_0,817.0,824.0,-1264.2,1264.2
OTracker_1,1150.0,1158.0,-1264.2,1264.2
OTracker_2,1486.0,1490.0,-1264.2,1264.2
